pmid,title,authors,journal,year,doi,abstract,sources,europepmc_id,openalex_id,scopus_id,cited_by_count,citations_per_year,sample_rank
,"Correction: Association between postpartum depression and chronic postsurgical pain after Cesarean delivery: a secondary analysis of a randomized trial (Canadian Journal of Anesthesia/Journal canadien d'anesthésie, (2025), 72, 8, (1314-1323), 10.1007/s12630-025-03006-1)",Subedi A.; Orbach-Zinger S.; Schyns-van den Berg A.M.J.V.,Canadian Journal of Anesthesia,2025,10.1007/s12630-025-03043-w,"The original article has been corrected. In Figure 1 legend, the word “casual” was used in error. It is now corrected to read “causal.”.",Scopus,,,105025470710,,,166
41695634,"Stigmasterol upregulates PDGFRα, contributing to white matter protection and anxiolytic-like behavior in a mouse model of vanadium-induced demyelination.",Abdollahifar Mohammad-Amin; Machado Meira M F; Unaran Esmin; Adebiyi Olamide E,Frontiers in neurology,2026,10.3389/fneur.2026.1706706,"INTRODUCTION: Demyelinating lesions, or plaques, can form around axons when mature oligodendrocytes are damaged, often because of viral infections, heavy metal toxicity, or autoimmune disorders. These lesions are associated with cognitive impairment, motor dysfunction, sensory deficits, and memory loss, and may contribute to the progression of neurodegenerative diseases. At present, no therapy exists for demyelinating disorders, and available treatments primarily slow the progression of myelin loss while cognitive and functional deficits persist. MATERIALS AND METHODS: In this study, we investigated the neuroprotective potential of stigmasterol in a vanadium-induced demyelination. Forty-eight C57BL/6 mice were randomly assigned to three groups and received either saline, vanadium, or vanadium plus stigmasterol for 4 weeks. Behavioral assessments included the elevated plus maze and open field test for anxiety-like behavior, the Barnes maze for learning and memory, and grip strength and rotarod tests for motor function. Immunofluorescence staining and Western blotting were used to evaluate markers of oligodendrocyte lineage (Olig2, PDGFRα), myelin integrity (MBP, MOG, electron microscopy), neuronal survival (NeuN), and glial activation, while inflammatory cytokines (TNF-α, IL-6) were quantified by ELISA. RESULTS: Our results revealed that vanadium administration induced anxiety-like behavior, impaired behavioral flexibility, reduced motor strength and coordination, and was associated with loss of MBP and MOG expression, decreased PDGFRα and Olig2, and elevated glial activation and inflammatory cytokines. Remarkably, stigmasterol co-treatment ameliorated these behavioral deficits, preserved MBP and MOG expression, increased PDGFRα and Olig2 levels, and attenuated microglial and astrocytic activation along with TNF-α and IL-6 production. CONCLUSION: These findings suggest that stigmasterol confers neuroprotection by preserving oligodendrocyte lineage cells, enhancing PDGFRα-mediated precursor recruitment, and maintaining myelin integrity. By mitigating neuroinflammation and promoting remyelination, stigmasterol is a promising therapeutic candidate for metal-induced demyelinating disorders.",Europe PMC; PubMed; Scopus,PMC12903120,,105030025706,,,167
40914838,Effect of Monopolar Versus Bipolar Transurethral Resection of The Prostate on Erectile Function: A Randomized Controlled Trial with Phosphodiesterase-5 Inhibitors Users Subgroup Analysis.,Khorrami Farbod; Sadat Seyyed-Masoud; Hajian Mohammadreza; Gholipour Farshad,Urology journal,2025,10.22037/uj.v22i.8234,"PURPOSE: Men with lower urinary tract symptoms (LUTS) from benign prostatic hyperplasia (BPH) often experience erectile dysfunction (ED). While transurethral resection of the prostate (TURP) can improve ED, new onset ED remains a concern. This study compares monopolar (M TURP) and bipolar (B TURP) techniques, with a subgroup analysis based on phosphodiesterase 5 inhibitor (PDE5i) use. MATERIALS AND METHODS: This randomized clinical trial included candidates for TURP aged over 50 years. Patients were divided into M TURP and B TURP groups. Erectile function was assessed using the International Index of Erectile Function 15 (IIEF 15) at baseline, six weeks, and six months post surgery. RESULTS: A total of 205 patients were analyzed (102 M TURP, 103 B TURP). Baseline characteristics, perioperative findings, and surgical complications were similar. IIEF 15 scores were comparable between groups at all time points. In the PDE5i user subgroup, M TURP showed a slight short term decline in erectile function and total scores at 6 weeks, but both groups demonstrated no significant long term changes at 6 months. CONCLUSION: No significant difference was observed between M TURP and B TURP on erectile function during medium term follow up. Patients with prior PDE5i use may experience fewer short term adverse effects on erectile function from B TURP.",Europe PMC; PubMed,40914838,,,,,168
40485947,"Effects of diaphragmatic breathing exercise on sleeping quality, cortisol, cardiovascular autonomic functions, depression, and fatigue: a randomized-controlled trial in women with systemic sclerosis.",Ismail Ali Mohamed Ali; El Gressy Nadia Saad Sayed Ahmed; Hegazy Mona Darwish; Ahmed Omnia Saeed Mahmoud; Elfahl Ahmed Mohamed Abdel-Halim,Reumatologia,2025,10.5114/reum/200193,"INTRODUCTION: The available pharmacotherapies (immunosuppressant therapies) for systemic sclerosis (SSc) are not curative, especially in cases with non-lethal but challenging manifestations or complications of the disease. Fatigue, anxiety, depression, an over-activated hypothalamic-pituitary- adrenal axis (stress axis), and low sleeping quality are the common SSc-induced non-lethal manifestations that need close management. Diaphragmatic breathing tele-exercise (DBTE), as a standalone deep breathing retraining and tele-interventional technique, has not been utilized in the rehabilitation context of non-lethal complications in women with SSc. This online interventional study aimed to explore the efficacy of DBTE in controlling depression, cardiovascular autonomic functions, stress, sleep, and anxiety in women with SSc. MATERIAL AND METHODS: This randomized controlled tele-interventional trial recruited 40 non-obese women with SSc (aged > 18 years old) from an Egyptian teaching hospital. Women were randomly assigned to the DBTE group (n = 20) or non-DBTE group (n = 20). The DBTE group underwent 12-week 20-minute morning and evening DBTE sessions (sessions were supervised daily through the Zoom video conference program). The non-DBTE group served as a waitlist control group. The outcomes of this study were diastolic blood pressure (BPD), serum cortisol, the total score of the Hamilton Anxiety Rating Scale (HARS-TS), systolic blood pressure (BPS), the general score of the Pittsburgh Sleep Quality Index (PSQI-GS), pulse rate (PR), the eight-item Patient Health Questionnaire (EI-PHQ8), respiratory rate (RR), and the Visual Analogue Scale of fatigue (VAS-F). RESULTS: In the DBTE group, there were significantly lowered values of PSQI-GS, HARS-TS, EI-PHQ8, serum cortisol, VAS-F, and cardiovascular/respiratory autonomic functions (BPS, BPD, RR, and PR). In the non-DBTE group, no significant changes were observed for any variables. CONCLUSIONS: It can be concluded from this tele-interventional trial that the 12-week application of DBTE may reduce cortisol, EI-PHQ8, PSQI-GS, HARS-TS, BPS, BPD, RR, PR, and VAS-F in women with SSc.",Europe PMC; PubMed,PMC12138990,,,,,169
32063564,"L-Carnosine combination therapy for major depressive disorder: A randomized, double-blind, placebo-controlled trial.","Araminia B, Shalbafan M, Mortezaei A, Shirazi E, Ghaffari S, Sahebolzamani E, Mortazavi SH, Shariati B, Ardebili ME, Aqamolaei A, Naderi S, Akhondzadeh S.",,2020,10.1016/j.jad.2020.02.020,"BackgroundEvidence for antidepressant effects of L-Carnosine was shown in some experimental studies. In this study we tried to evaluate the efficacy and tolerability of L-Carnosine combination therapy in treatment of patients with major depressive disorder (MDD).MethodsFifty-eight patients with MDD (DSM-V) and Hamilton Depression Rating Scale (HAM-D) score ≥ 19 were randomized to receive either 400 mg twice daily L-Carnosine or placebo in addition to citalopram (maximum dosage of 40 mg/day) for six weeks in a randomized double-blind, and placebo-controlled study. Patients were assessed using the HAM-D scale at baseline and weeks 2, 4, and 6.ResultsFifty-two patients completed the trial. General linear model repeated measure showed significant difference for time × treatment on HAM-D score [F = 3.17, df = 2.39, p-value = 0.03]. Significantly greater improvement was detected in HAM-D score of the L-Carnosine group compared with the placebo group from baseline to weeks 2, 4 and 6 [Ps = 0.013, 0.028 and 0.023; respectively]. Patients in the L-Carnosine group experienced significantly greater response and remission rate than the placebo group [Ps = 0.023 and 0.012; respectively]. There was no significant difference between the two groups in baseline parameters and frequency of side effects.LimitationsShort follow-up period and small population size were two important limitations of this study.ConclusionsL-Carnosine combination therapy with citalopram can effectively improve symptoms of patients with major depressive disorder. Rapid-onset antidepressant effects of L-Carnosine were also shown which need further investigation.",Europe PMC,32063564,,,,,170
38987101,Comparison of Propofol-Based Total Intravenous Anesthesia versus Volatile Anesthesia with Sevoflurane for Postoperative Delirium in Adult Coronary Artery Bypass Grafting Surgery: A Prospective Randomized Single-Blinded Study.,Varsha Ayinoor V; Unnikrishnan Koniparambil P; Saravana Babu Madhur S; Raman Suneel P; Koshy Thomas,Journal of cardiothoracic and vascular anesthesia,2024,10.1053/j.jvca.2024.05.027,"OBJECTIVES: To compare the incidence of delirium and early (at 1 week) postoperative cognitive dysfunction (POCD) between propofol-based total intravenous anesthesia (TIVA) and volatile anesthesia with sevoflurane in adult patients undergoing elective coronary artery bypass graft surgery (CABG) with cardiopulmonary bypass (CPB). DESIGN: This was a prospective randomized single-blinded study. SETTING: The study was conducted at a single institution, the Sree Chitra Tirunal Institute for Medical Sciences and Technology, a tertiary care institution and university-level teaching hospital. PARTICIPANTS: Seventy-two patients undergoing elective CABG under CPB participated in this study. INTERVENTIONS: This study was conducted on 72 adult patients (>18 years) undergoing elective CABG under CPB who were randomized to receive propofol or sevoflurane. Anesthetic depth was monitored to maintain the bispectral index between 40 and 60. Delirium was assessed using the Confusion Assessment Method for the Intensive Care Unit. Early POCD was diagnosed when there was a reduction of >2 points in the Montreal Cognitive Assessment score compared to baseline. Cerebral oximetry changes using near-infrared spectroscopy (NIRS), atheroma grades, and intraoperative variables were compared between the 2 groups. MEASUREMENTS & MAIN RESULTS: Seventy-two patients were randomized to receive propofol (n = 36) or sevoflurane (n = 36). The mean patient age was 59.4 ± 8.6 years. The baseline and intraoperative variables, including atheroma grades, NIRS values, hemoglobin, glycemic control, and oxygenation, were comparable in the 2 groups. Fifteen patients (21.7%) patients developed delirium, and 31 patients (44.9%) had early POCD. The incidence of delirium was higher with sevoflurane (n = 12; 34.2%) compared to propofol (n = 3; 8.8%) (odds ratio [OR], 1.72; 95% confidence interval [CI], 1.13-2.62; p = 0.027)*. POCD was higher with sevoflurane (n = 20; 57.1%) compared to propofol (n = 11; 32.3%) (OR, 1.63; 95% CI, 1.01-2.62; p = 0.038)*. In patients aged >65 years, delirium was higher with sevoflurane (7/11; 63.6%) compared to propofol (1/7; 14.2%) (p = 0.03)*. CONCLUSIONS: Propofol-based TIVA was associated with a lower incidence of delirium and POCD compared to sevoflurane in this cohort of patients undergoing CABG under CPB. Large-scale, multicenter randomized trials with longer follow-up are needed to substantiate the clinical relevance of this observation.",PubMed,,,,,,171
,Acceptance and Commitment Therapy-Based Intervention for Parents Living With Chronic Pain: Feasibility and Acceptability Study,Pavlova M.; Kohut S.A.; Jordan I.; Sumpton J.; Schraeder K.; Orr S.L.; Craddock L.; Noel M.; Birnie K.A.,Clinical Practice in Pediatric Psychology,2024,10.1037/cpp0000525,"Objective: Chronic pain often clusters in families with up to 50% of parents of youth with chronic pain having chronic pain themselves. Interventions for pediatric chronic pain often involve parents, yet parental chronic pain and stress are rarely addressed. Acceptance and commitment therapy (ACT)-based interventions are efficacious for adult chronic pain, making it a potentially well-suited intervention for parents of youth with chronic pain who also have pain and/or mental health issues. In collaboration with patient partners, we developed and tested feasibility and acceptability of a pilot ACT-based virtual intervention focused on parental chronic pain and mental health. Method: Parents of youth with chronic pain who had chronic pain participated in four 1.5-hr weekly sessions delivered virtually. Parents completed pre- and posttreatment measures of pain and mental health symptoms. Feasibility was assessed using session attendance. Parents rated intervention acceptability and provided feedback at the end of the study. Results: Six parents (four mothers, Mage = 45.5 years) attended at least three out of four sessions. Parents rated the intervention to be acceptable (M = 56.7/70). Parents highlighted the sense of community and changes they observed in themselves. Conclusions: The brief virtual ACT-based intervention for parents living with chronic pain was feasible and acceptable. Future clinical trials are warranted to assess the intervention efficacy to improve parental and youth outcomes.",Scopus,,,85194060445,,,172
28088058,Has the symptom severity inclusion requirement narrowed the definition of major depressive disorder in antidepressant efficacy trials?,"Zimmerman M, Walsh E, Chelminski I, Dalrymple K.",,2017,10.1016/j.jad.2017.01.008,"BackgroundThe inclusion criteria of all placebo-controlled studies of antidepressants have required a minimum level of severity on standardized measures of symptoms of depression. In the present report from the Rhode Island Methods to Improve Diagnostic Assessment and Services (MIDAS) project we examined the association between scores on the Hamilton Depression Rating Scale (HAMD) and the number of criteria met for MDD, as well as the impact of different HAMD cutoff scores on the distribution of the number of DSM-IV criteria met. We speculated that the use of a minimum symptom severity score (MSSS) for inclusion in an antidepressant efficacy trial (AETs) disproportionately excludes patients who are at or just above the diagnostic threshold for MDD, whereas patients who are well above the diagnostic threshold are not excluded.MethodsSeven hundred forty outpatients with current MDD were evaluated with a semi-structured diagnostic interview. We compared the distribution of DSM-IV MDD criteria scores in patients who scored at or above or below the 3 cutoff scores on the HAMD most commonly used for inclusion in an AET.ResultsThe distribution of the number of DSM-IV MDD symptom criteria met was significantly associated with HAMD scores. Compared to patients scoring below 18 on the HAMD the patients scoring 18 and above were less likely to report 5 MDD criteria (13.9% vs. 43.7%, χ2=82.2, p2=27.6, pLimitationsThe present study was conducted in a single outpatient practice in which the majority of patients were white, female, and had health insurance. Although the study was limited to a single site, a strength of the recruitment procedure was that the sample was not selected for participation in a treatment study, and exclusion and inclusion criteria did not reduce the representativeness of the patient groups.ConclusionsWhile there is not a perfect relationship between the HAMD score and the number of DSM MDD criteria present, the results of the current study suggest that HAMD scores can be thought of as a proxy for the number of DSM diagnostic criteria. Thus, the recruitment strategy for AETs has increasingly redefined the MDD diagnostic category by requiring a greater number of criteria than that required in the DSM.",Europe PMC,28088058,,,,,173
41571944,Patient perspectives on clinical trial participation for novel advanced therapies: a focus group study in systemic lupus erythematosus,Stein O.A.; Lee J.L.F.; Vinet E.; Mendel A.; Pineau C.A.; Kalache F.; Grenier L.P.; Mielczarek L.; Bernatsky S.,Rheumatology International,2026,10.1007/s00296-026-06071-x,"To identify barriers and facilitators in systemic lupus erythematosus (SLE) regarding participation in clinical trials for novel/advanced agents, such as cellular therapies. Adults from our SLE research registry participated in 1-hour virtual focus groups concerning their perspectives on clinical trials for novel/advanced SLE therapies. Sessions, facilitated by trained moderators, were recorded and transcribed. An inductive thematic analysis approach was used to code the data and generate themes/sub-themes. Nineteen patients participated in four focus groups (two in English, two in French). The mean age (range) was 50.0 (21–77) years and mean disease duration was 21.4 years. Most (90%) participants were female and 79% (15/19) were White, with the remainder being Black, Asian, and Hispanic. Few had previously participated in a clinical trial. Six major themes emerged: two barriers and four facilitators to trial participation. The first barrier was time and logistical constraints, such as employment and travel. The second was risk aversion, including subthemes of concerns of SLE flare, drug side effects and early-phase trials. Facilitators included receiving clear, detailed trial information. Disease instability was another driver, making patients increasingly willing to accept elevated health risks, time commitment and/or logistical challenges. Desire to support the lupus community was also an important factor. Finally, access in clinical trials to mental health counsellors, peer support, and close medical follow-up were strong facilitators of participation. We identified potential barriers and facilitators/driving factors for SLE patients regarding clinical trial participation, which are particularly relevant for novel/advanced agents like cellular therapies.",Scopus,,,105028325668,,,174
31630035,Modulation of the inflammatory response benefits treatment-resistant bipolar depression: A randomized clinical trial.,"Halaris A, Cantos A, Johnson K, Hakimi M, Sinacore J.",,2020,10.1016/j.jad.2019.10.021,"ObjectiveThe goal of this study was to reduce treatment resistance and enhance antidepressant response in patients with treatment-resistant bipolar depression (TRBDD) by modulating inflammatory activation.MethodsForty-seven TRBDD patients completed a randomized, double-blind, placebo (PBO)-controlled two-arm study using celecoxib (CBX), a cyclooxygenase 2 (COX-2) inhibitor, in combination with escitalopram (ESC). The Hamilton Depression (17-Item) and the Hamilton Anxiety Rating Scales were used to quantify symptom severity. Self-rating instruments included BDI, BAI and QLES-Q questioner. An adverse events inventory was used, and the possibility of bleeding diathesis was monitored. Complete blood count (CBC), prothrombin time (PT), and activated partial thromboplastin time (APTT) were determined. Comparison of mood scores between the CBX and PBO groups were conducted using a mixed ANOVA and an Independent Sample Student t-test.ResultsThe CBX adjunctive treatment produced significantly more responders and remitters than the PBO arm. Compared to the PBO group (n = 20), the CBX group (n = 27) experienced lower depression severity through the entire course of the study, showing significant decrease in depression and anxiety scores as early as week 1. Except for initial mild nausea, no adverse events were reported and study medications were well tolerated.ConclusionsModulation of the inflammatory response through targeted inhibition of the enzyme COX-2 by means of CBX reduces TRBDD and augments and accelerates treatment response in an efficacious and safe manner. Future studies should replicate these findings and additionally investigate whether prolonged administration of CBX is required to maintain remission by adding a discontinuation phase to the study design.Trial registrationClinicaltrials.gov ID: NCT01479829.",Europe PMC,31630035,,,,,175
41723472,A randomized controlled trial comparing visual-based and traditional educational materials in radiotherapy patient education: implications for nursing practice.,Yang Huei-Fan; Chou Ying-Hsiang; Yeh Chia-Wen; Huang Jing-Yang; Tsai Hsueh-Ya; Ke Ya-Fang; Tsai Pei-Fang; Chan Hsiu-Man; Lee Tsung-Hsien; Lee Yueh-Chun,BMC nursing,2026,10.1186/s12912-026-04442-0,"BACKGROUND: Effective patient education is a core component of supportive care delivered by radiotherapy teams. However, conventional text-based materials may not adequately address the needs of patients with limited health literacy or high anxiety. Visual-enhanced educational tools may help patients better understand treatment procedures, manage side effects, and engage in self-care, but evidence from randomized controlled trials in radiotherapy settings remains limited. METHODS: We conducted a single-center, prospective, parallel-group randomized controlled trial including 200 adults (100 breast cancer and 100 head and neck cancer) initiating radiotherapy at a medical center. Participants were randomly assigned 1:1 (stratified by cancer type) to receive either visual-based illustrated pamphlets (enhanced group) or traditional text-based pamphlets (control group) as part of a standardized education session delivered by certified oncology nurses. Anxiety was assessed using the Hamilton Rating Scale for Anxiety (HAMA), and self-care knowledge was measured using a structured questionnaire, both at baseline and at two weeks after radiotherapy initiation. Inter-group differences in changes over time were examined using independent t-tests and analysis of covariance, with effect sizes and 95% confidence intervals reported. RESULTS: Both groups demonstrated reductions in anxiety and improvements in self-care knowledge over time; however, the visual-based group showed significantly greater benefits. Participants who received illustrated materials had a larger decrease in total HAMA scores compared with the control group (mean change - 3.39 ± 4.48 vs. -0.17 ± 3.11; p < 0.0001). Enhanced improvements were also observed across multiple anxiety-related domains. In addition, the visual-based group achieved higher post-intervention scores on key self-care knowledge items, particularly in areas such as treatment frequency, skin protection, dietary adjustment, and hydration, with consistently significant inter-group differences. CONCLUSIONS: Visual-based educational materials delivered by certified oncology nurses significantly reduced anxiety and enhanced self-care knowledge among patients initiating radiotherapy, compared with traditional text-only materials. Integrating illustrated educational tools into routine radiotherapy education may promote patient-centered care and improve health literacy. Future studies should evaluate long-term behavioral outcomes, broader implementation in diverse oncology settings, and resource/workflow impact. TRIAL REGISTRATION: This randomized controlled trial was retrospectively registered at ClinicalTrials.gov (NCT06678204) on 29 October 2024 and is reported in accordance with the CONSORT 2025 Statement.",Europe PMC; PubMed,PMC12998282,,,,,176
41807319,"Bilateral Theta-Burst Stimulation of Dorsolateral Prefrontal Cortex Regions for Late-Life Depression: A Randomized, Sham-Controlled Clinical Trial.",Valiengo Leandro da Costa Lane; Pinto Bianca Silva; Luethi Matthias; Afonso Santos Leonardo; Benatti Rafael Garcia; Lessa Maíra Pinheiro Maux; Loureiro Julia Cunha; Silva Jéssica Formiga; Martins Lisiane; Sudbrack Oliveira Pedro; Bariani Teixeira Bruna; Tort Luara Cristina; Vaughan Renata da Rocha; Mattar Roberta de Arruda Mendes Pereira Fiuza Dini; Silva Valquíria Aparecida da; Gattaz Wagner Farid; Padberg Frank; Forlenza Orestes Vicente; Brunoni André Russowsky,The American journal of psychiatry,2026,10.1176/appi.ajp.20250537,"OBJECTIVE: The objective of this study was to assess the efficacy of theta-burst stimulation (TBS) in treating late-life depression. METHODS: A triple-blind, sham-controlled randomized clinical trial was performed. The study included participants age 60 and older with a diagnosis of moderate to severe major depressive disorder who were not using antidepressants. Exclusion criteria included other psychiatric disorders, neurological disorders, and contraindications to TBS. TBS was administered bilaterally, with intermittent TBS on the left dorsolateral prefrontal cortex (DLPFC) and continuous TBS on the right DLPFC, with 1,800 pulses at each side. Participants underwent 20 daily sessions of active or sham TBS over 20 consecutive weekdays and one additional session during weeks 6, 8, and 12 (totaling 23 sessions). RESULTS: A total of 108 participants (mean age, 67 years) were enrolled and underwent either active or sham TBS. In an intention-to-treat analysis, there was no significant difference between groups at week 6 in mean reduction in Hamilton Depression Rating Scale (HAM-D) score (mean difference, -1.65, 95% CI=-3.38, 0.08). By week 12, active TBS was associated with a significantly greater reduction in HAM-D score compared to sham (mean difference, -1.89, 95% CI=-3.75, -0.03), with response rates of 52% in the active group and 33% in the sham group. Linear mixed models analyzing HAM-D score did not show a statistically significant greater reduction in the active TBS group compared to the sham group at week 6 (Cohen's d=-0.36, 95% CI=-0.74, 0.01). CONCLUSIONS: The active TBS group did not have a statistically significant greater reduction in HAM-D scores compared to the sham group at week 6. By week 12, however, active TBS was superior to sham stimulation in reducing depressive symptoms in patients with late-life depression, suggesting TBS as a possible treatment option for this population.",Europe PMC; PubMed,41807319,,,,,177
38316943,Quantifying the effects of practicing a semantic task according to subclinical schizotypy,Diao M.; Demchenko I.; Asare G.; Chen Y.; Debruille J.B.,Scientific Reports,2024,10.1038/s41598-024-53468-4,"The learning ability of individuals within the schizophrenia spectrum is crucial for their psychosocial rehabilitation. When selecting a treatment, it is thus essential to consider the impact of medications on practice effects, an important type of learning ability. To achieve this end goal, a pre-treatment test has to be developed and tested in healthy participants first. This is the aim of the current work, which takes advantage of the schizotypal traits present in these participants to preliminary assess the test’s validity for use among patients. In this study, 47 healthy participants completed the Schizotypal Personality Questionnaire (SPQ) and performed a semantic categorization task twice, with a 1.5-hour gap between sessions. Practice was found to reduce reaction times (RTs) in both low- and high-SPQ scorers. Additionally, practice decreased the amplitudes of the N400 event-related brain potentials elicited by semantically matching words in low SPQ scorers only, which shows the sensitivity of the task to schizotypy. Across the two sessions, both RTs and N400 amplitudes had good test–retest reliability. This task could thus be a valuable tool. Ongoing studies are currently evaluating the impact of fully deceptive placebos and of real antipsychotic medications on these practice effects. This round of research should subsequently assist psychiatrists in making informed decisions about selecting the most suitable medication for the psychosocial rehabilitation of a patient.",Scopus,,,85184438449,,,178
,Therapeutic relationships: From psychiatric hospital to community,Forchuk C.; Martin M.L.; Chan Y.C.L.; Jensen E.,From Therapeutic Relationships to Transitional Care A Theoretical and Practical Roadmap,2021,10.4324/9781003000853-1611,"In this chapter, the developers of the transitional discharge model apply principles learned during the pilot study (“Bridge to Discharge” 1993-1996) to test the model with a wider number of psychiatric wards. The transitional discharge model is based on Peplau’s theory of interpersonal relations. It functions on the assumption that the quality of interpersonal relationships has an influence and impact on quality of life and that a supportive social network will promote less need for expensive interventions, such as hospitalization. The transitional discharge model has two components: (a) inpatient staff continue to care for discharged clients until therapeutic relationships are established with community care providers, and (b) a friendship model of peer support. In this study, 26 psychiatric hospital wards were matched with each other to create 13 pairs. Within these pairs, one ward was randomized to the intervention using the transitional discharge model, while the other ward continued with usual care. Although the wards were matched for similar lengths of stay and clinical focus, the wards that implemented the intervention discharged clients 124 days faster than wards that maintained usual care. Other findings related to the early implementation of the transitional discharge model are discussed.",Scopus,,,85109617150,,,179
31710994,Individual differences in human opioid abuse potential as observed in a human laboratory study.,"Dunn KE, Barrett FS, Brands B, Marsh DC, Bigelow GE.",,2019,10.1016/j.drugalcdep.2019.107688,"BackgroundOpioids have high abuse potential and pose a major public health concern. Yet, a large percentage of individuals exposed to opioids do not develop problematic use. Individual differences in opioid abuse potential are not well understood.MethodsThis within-subject (N = 16), double-blind, double-dummy, human laboratory study evaluated individual differences in response to dose (placebo, low, medium, high) following administration of heroin and hydromorphone through intravenous and subcutaneous routes, in opioid-experienced but non physically-dependent participants. Outcomes were self-reported visual analog scale (VAS) ratings (High, Liking, Drug Effect, Good Effect, Rush), pupil diameter change from baseline, and crossover point on the Drug vs. Money questionnaire. The degree to which results were consistent across measures within an individual was assessed using a mixed-effects model from which an intraclass correlation coefficient measure of between and within-subject variance was derived.ResultsThe mixed effects model fit was significant (p ConclusionsData suggest the abuse potential of opioids is significantly different between individuals but that the experience within an individual is highly consistent. Research to prospectively characterize and evaluate mechanisms underlying these differences is warranted and may provide a foundation to help identify persons at heightened risk of transitioning from opioid exposure to misuse and/or opioid use disorder.",Europe PMC,PMC7219469,,,,,180
41661959,"Feasibility, efficacy, and perceptions of an online writing intervention in patients with depressive disorders: A randomized, multi-methods pilot study.",Maslej Marta M; Ortiz Abigail; Andrews Paul W; Mulsant Benoit H,PLOS mental health,2025,10.1371/journal.pmen.0000245,"Barriers to accessing treatment for Depressive Disorders highlight a need for scalable interventions. Expressive writing (EW), which involves daily writing about a personal issue, has been shown to alleviate depressive symptoms in various samples. Its simple format makes it amenable to online administration. We conducted a multi-methods study to evaluate the feasibility, efficacy, and perceived utility of online EW in patients with Depressive Disorders. We recruited 53 patients diagnosed with a Depressive Disorder from a psychiatry hospital. Half were randomized to complete four 20-minute sessions of EW online and the other half were randomized as controls. All participants completed measures before and after the intervention, and at a one-month follow up. Our primary outcome for feasibility was the number of participants completing at least three sessions of EW, and for efficacy, the primary outcome was depressive symptom severity. Secondary outcomes were anxiety symptom severity, functional impairment, and perceived personal problem complexity. Mixed effect models assessed the impact of condition (EW or control), time, and their interaction on each outcome. Qualitative interviews with 11 participants assigned to EW probed into their experiences, which were subject to reflexive thematic analysis. Most EW participants (73%) completed at least three EW sessions, but only 23% wrote for 20 minutes. There was no evidence that condition interacted with time to impact depressive symptoms (F = 0.10, p = .904), anxiety symptoms (F = 0.17, p = .847), functional impairment (F = 1.03, p = .363), or perceived problem complexity (F = 0.94, p = .394). In qualitative interviews, some participants reported EW allowed them to offload or process negative emotions and thoughts, whereas others reported it to be unhelpful. EW was feasible to administer online to patients with Depressive Disorders, with some reported benefits for emotional and cognitive processing. However, EW was not associated with improvements in symptoms and may not be an effective online intervention for Depressive Disorders in its current state. Providing more guidance, with some clinical oversight or support, may be a promising approach to modifying the intervention in future work. Trial registration: ClinicalTrials.gov NCT06699719.",Europe PMC; PubMed; Scopus,PMC12798339,,105028035904,,,181
26513202,"A randomized, double-blinded, placebo-controlled study to evaluate the efficacy and safety of venlafaxine extended release and a long-term extension study for patients with major depressive disorder in Japan.","Higuchi T, Kamijima K, Nakagome K, Itamura R, Asami Y, Kuribayashi K, Imaeda T.",,2016,10.1097/yic.0000000000000105,"The aim of this study was to assess antidepressant efficacy and safety of venlafaxine extended release in Japanese patients with major depressive disorder (MDD). We carried out a double-blinded, placebo-controlled, randomized study using fixed (75 mg/day) and flexible (75-225 mg/day, most patients attained to 225 mg/day) doses, followed by the long-term, open-labeled, extension study. Outpatients aged at least 20 years diagnosed with MDD were included. The primary efficacy measure was change from baseline in the Hamilton Rating Scale for Depression (HAM-D17) score at week 8; secondary efficacy measures included the Montgomery-Åsberg Depression Rating Scale, the Quick Inventory of Depressive Symptomatology self-report version, HAM-D6, and Clinical Global Impression scales in the double-blinded study. Overall, 538 patients were randomized; significant differences were observed in the primary efficacy variable in the fixed-dose group (-10.76; P=0.031), but not in the flexible-dose (-10.37; P=0.106) group compared with placebo (-9.25). However, the flexible-dose group showed significant efficacy in several secondary measures. Treatment-related adverse events in the treatment period were 51.7 and 67.8% in the fixed-dose and flexible-dose groups, respectively, versus 38.8% with placebo. Throughout the study period, no Japanese-specific adverse events were observed. Thus, venlafaxine extended release was efficacious and safe for MDD treatment in Japan.",Europe PMC,PMC4667751,,,,,182
