rank,pmid,doi,title,authors,journal,year,abstract,batch,reviewer1_decision,reviewer1_category,reviewer1_notes,reviewer2_decision,reviewer2_category,reviewer2_notes,final_decision
5153,40528492,10.1192/bjp.2025.102,The Music for Subanesthetic Infusions of Ketamine randomised clinical trial: ketamine as a psychedelic treatment for highly refractory depression.,Greenway Kyle T; Garel Nicolas; Dinh-Williams Lê-Anh L; Thibault Lévesque Julien; Kaelen Mendel; Dagenais-Beaulé Vincent; de la Salle Sara; Erritzoe David; Looper Karl; Turecki Gustavo; Rej Soham; Richard-Devantoy Séphane,The British journal of psychiatry : the journal of mental science,2025,"BACKGROUND: Ketamine exerts potent but transient antidepressant effects in treatment-resistant depression (TRD). Combinations of ketamine and psychotherapy have attracted interest, but no trial has investigated a psychedelic model of ketamine-psychotherapy for TRD to our knowledge. AIMS: This secondary analysis of a randomised clinical trial (RCT) explores the therapeutic effects and experiential mechanisms of the Montreal Model of ketamine-psychotherapy for TRD, with or without music. METHOD: A two-centre, single-blinded, RCT conducted in Montreal, Canada, between January 2021 and August 2022 (NCT04701866). Participants received ketamine-psychotherapy for TRD - six subanaesthetic infusions over 4 weeks and psychological support - with either music or matched non-music support during ketamine doses, as per random group assignments. The primary therapeutic outcome was the Montgomery-Åsberg Depression Rating Scale, assessed by blinded raters. Psychedelic-like experiences, evaluated by the Mystical Experience Questionnaire and Emotional Breakthrough Inventory, and their session-by-session relationships with depression were explored with multilevel, time-lagged covariate models with autoregressive residuals. RESULTS: Thirty-two participants with severe and highly comorbid TRD, including high rates of personality disorder and suicidality, received 181 ketamine infusions. Therapeutic outcomes and psychedelic experiences did not differ between music (n = 15) and non-music (n = 17) interventions. Both groups experienced significant reductions in clinician-rated and self-reported depression (d = 1.2 and d = 0.87, respectively; p < 0.001), anxiety (d = 0.8, p < 0.001) and suicidality (d = 0.4, p < 0.05) at 4 weeks, fully maintained at 8-week follow-up. Ketamine experiences were highly emotional and mystical. Converging analyses supported mystical-like ketamine experiences as mechanisms of its antidepressant effects. CONCLUSIONS: This trial found large and notably sustained benefits of ketamine-psychotherapy for severe TRD, with or without music, and psychedelic experiences of comparable intensity to those observed with psilocybin. Mystical-like experiences may particularly contribute to ketamine's immediate and persistent psychiatric benefits.",35,UNCERTAIN,depression,two-centre trial in Montreal Canada; ketamine (pharmacological) with psychotherapy for TRD; secondary analysis of RCT; need full text to confirm if primary results or secondary analysis,MAP,meets_criteria,Canadian RCT; ketamine as psychedelic treatment for refractory depression; primary results,UNCERTAIN
5162,40133524,10.1038/s41591-025-03569-y,Escitalopram for agitation in Alzheimer's dementia: a randomized controlled phase 3 trial.,Rajji Tarek K; Baksh Sheriza N; Shade David M; Ismail Zahinoor; Burhan Amer M; Okhravi Hamid R; Padala Prasad R; Rosenberg Paul B; Schneider Lon S; Porsteinsson Anton P; Lyketsos Constantine G,Nature medicine,2025,"Citalopram is effective in treating agitation in Alzheimer's dementia (AD), but it is associated with cognitive and cardiac risks, likely due to its R-enantiomer. Escitalopram, the S-enantiomer, may be an alternative. In this double-masked randomized (1:1) placebo-controlled trial, we assessed the efficacy and safety of escitalopram in treating agitation in AD after failure of a psychosocial intervention (PSI). Assessments occurred at enrollment, post-PSI (baseline) and at 3, 6, 9 and 12 weeks post-baseline. Settings were 27 community-based centers. The target randomization sample was 392 participants. Participants were adults with AD, a Mini-Mental State Examination Telephone score of 3-20 and significant agitation. PSI non-responders received escitalopram (up to 15 mg per day) or placebo for 12 weeks while continuing PSI. The outcome was the proportion of participants with clinically significant improvement in agitation from baseline at 12 weeks. In total, 173 participants were randomized (84 escitalopram versus 89 placebo; mean ± s.d. age = 78.4 ± 8.7 years; 90 men (52.0%); 127 White (73.4%)). The unadjusted risk difference at 12 weeks was 0.08 (95% confidence interval: -0.21, 0.06). Drug-related QT interval prolongation was observed. Although the randomized sample was smaller than planned, escitalopram was not effective in treating agitation in AD and was associated with cardiac conduction delays. Clinicians need to be cautious in recommending escitalopram as an alternative to citalopram for this condition. ClincialTrials.gov identifier: NCT03108846 .",35,UNCERTAIN,dementia,multi-site US/Canadian trial; escitalopram for agitation in AD; Ismail (Calgary) is co-author; need full text to confirm Canadian recruitment site,UNCERTAIN,dementia_behavioral,"Canadian PI (Rajji - CAMH); escitalopram for agitation in Alzheimer dementia; agitation is NPI symptom, not standalone DSM-5 MH dx",UNCERTAIN
5206,38520501,10.1007/s12325-024-02826-9,"Assessing the Effects of Metabolic Disruption, Body Mass Index and Inflammation on Depressive Symptoms in Post-COVID-19 Condition: A Randomized Controlled Trial on Vortioxetine.",Kwan Angela T H; Guo Ziji; Ceban Felicia; Le Gia Han; Wong Sabrina; Teopiz Kayla M; Rhee Taeho Greg; Ho Roger; Di Vincenzo Joshua D; Badulescu Sebastian; Meshkat Shakila; Cao Bing; Rosenblat Joshua D; d'Andrea Giacomo; Dev Donovan A; Phan Lee; Subramaniapillai Mehala; McIntyre Roger S,Advances in therapy,2024,"INTRODUCTION: To date, there are no therapeutics that have gained regulatory approval by the United States Food and Drug Administration (FDA) for the treatment of post-COVID-19 condition (PCC), a debilitating condition characterized by cognitive impairment and mood symptoms. Additionally, persistent inflammation, metabolic dysfunction, and risks associated with an elevated body mass index (BMI) have been observed. Herein, we aimed to assess the efficacy of vortioxetine in improving depressive symptoms among individuals with PCC,  as modulated by inflammation, metabolic dysfunction, and BMI. METHODS: In this post-hoc analysis, we present preliminary data obtained from an 8-week randomized, double-blind, placebo-controlled trial. Participants included  adults aged 18 years and older residing in Canada who were experiencing symptoms of World Health Organization (WHO)-defined PCC. Recruitment began November 2021 and ended January 2023. Of the 200 participants enrolled, 147 were randomized (1:1) to receive vortioxetine (5-20 mg, n = 73) or placebo (n = 74) for daily treatment under double-blind conditions. The primary outcome measure was the change from baseline to endpoint in the 16-Item Quick Inventory of Depressive Symptomatology Self-Report Questionnaire (QIDS-SR-16). RESULTS: Our findings revealed significant effects for time (χ2 = 9.601, p = 0.002), treatment (χ2 = 9.135, p = 0.003), and the treatment × time × CRP × TG-HDL × BMI interaction (χ2 = 26.092, p < 0.001) on PCC-related depressive symptoms in the adjusted model. Moreover, the between-group analysis showed a significant improvement with vortioxetine at endpoint as compared to placebo (mean difference = - 5.41, SEM = 1.335, p < 0.001). CONCLUSION: Overall, vortioxetine significantly improved depressive symptoms among participants with PCC in the adjusted model. Notably, individuals with baseline markers of increased inflammation, metabolic disruption, and elevated BMI exhibited a more pronounced antidepressant effect at endpoint. TRIAL REGISTRATION NUMBER: NCT05047952 (ClinicalTrials.gov).",35,MAP,depression,unanimous; RCT of vortioxetine (pharmacological) for depressive symptoms; Canadian recruitment (recruited in Canada); post-COVID condition with depressive symptoms,UNCERTAIN,post_covid_depression,Canadian RCT; vortioxetine for depressive symptoms in post-COVID; need to verify if depression is DSM-5 diagnosed,UNCERTAIN
5211,38425284,10.1177/07067437241233965,"Adjunctive Brexpiprazole for Patient Life Engagement in Major Depressive Disorder: A Canadian, Phase 4, Open-Label, Interventional Study: Brexpiprazole d'appoint pour l'engagement dans la vie des patients souffrant de trouble dépressif majeur: une étude interventionnelle canadienne ouverte de phase 4.",François Therrien; Caroline Ward; Pratap Chokka; Jeffrey Habert; Zahinoor Ismail; Roger S. McIntyre; Erin M. MacKenzie,Canadian journal of psychiatry. Revue canadienne de psychiatrie,2024,"OBJECTIVES: To characterize the effects of adjunctive brexpiprazole on patient life engagement and depressive symptoms in patients with major depressive disorder (MDD) using patient-reported outcomes. METHODS: An 8-week, Phase 4, open-label, interventional study was conducted at 15 Canadian trial sites between April 2021 and May 2022. Adult outpatients with MDD (at least moderately severe) and inadequate response to 1-2 antidepressants continued their current antidepressant and received oral adjunctive brexpiprazole 0.5-2 mg/day. Co-primary endpoints were change from baseline to Week 8 in Inventory of Depressive Symptomatology Self-Report (IDS-SR) 10-item Life Engagement subscale score, and IDS-SR 30-item total score. Safety was assessed by standard variables. RESULTS: Of 122 enrolled patients, 120 (98.4%) were treated (mean [SD] dose: 1.2 [0.4] mg/day) and analyzed, and 111 (91.0%) completed the study. Statistically significant least squares mean improvements to Week 8 were observed on IDS-SR10 Life Engagement subscale score (baseline mean [SD]: 16.1 [4.7]; change [95% confidence interval]: -8.11 [-9.34, -6.88]; p < 0.001) and IDS-SR total score (baseline mean [SD]: 41.3 [9.8]; change [95% confidence interval]: -17.38 [-20.08, -14.68]; p < 0.001). Improvements were observed from Week 2, onwards. Treatment-emergent adverse events with incidence ≥5% were fatigue (n = 13, 10.8%), headache (n = 13, 10.8%), insomnia (n = 12, 10.0%), nausea (n = 9, 7.5%), tremor (n = 8, 6.7%), and weight increase (n = 7, 5.8%). Six patients (5.0%) discontinued due to adverse events. Mean (SD) change in body weight from baseline to last visit was +1.9 (3.4) kg. CONCLUSIONS: Using an exploratory patient-reported outcome measure, patients with MDD and inadequate response to antidepressants who received open-label adjunctive brexpiprazole showed early and clinically meaningful improvement in patient life engagement, which should be further assessed in a prospective randomized controlled trial. Patient-rated depressive symptoms (on the validated 30-item IDS-SR) also improved. Adjunctive brexpiprazole was well tolerated, and no new safety signals were observed. CLINICAL TRIAL REGISTRATION: ClinicalTrials.gov identifier: NCT04830215.",35,UNCERTAIN,depression,Canadian phase 4 open-label study of brexpiprazole for MDD; pharmacological; Canadian sites; open-label without randomization so may not meet RCT criterion,UNCERTAIN,open_label,Canadian Phase 4 open-label interventional study (15 sites); pharma targeting MDD; no randomized control arm,UNCERTAIN
5253,37218291,10.1017/s109285292300233x,Pro-inflammatory markers are associated with response to sequential pharmacotherapy in major depressive disorder: a CAN-BIND-1 report.,Muhammad Ishrat Husain; Jane A. Foster; Brittany L. Mason; Sheng Chen; Haoyu Zhao; Wei Wang; Susan Rotzinger; Sakina J. Rizvi; Keith Ho; Raymond W. Lam; Glenda MacQueen; Roumen Milev; Benício N. Frey; Daniel J. Müller; Gustavo Turecki; Manish K. Jha; Madhukar H. Trivedi; Sidney H. Kennedy,CNS spectrums,2023,"OBJECTIVE: There is limited literature on associations between inflammatory tone and response to sequential pharmacotherapies in major depressive disorder (MDD). METHODS: In a 16-week open-label clinical trial, 211 participants with MDD were treated with escitalopram 10-20 mg daily for 8 weeks. Responders continued escitalopram while non-responders received adjunctive aripiprazole 2-10 mg daily for 8 weeks. Plasma levels of pro-inflammatory markers-C-reactive protein, interleukin (IL)-1β, IL-6, IL-17, interferon-gamma (IFN)-Γ, tumor necrosis factor (TNF)-α, and Chemokine C-C motif ligand-2 (CCL-2)-measured at baseline, and after 2, 8 and 16 weeks were included in logistic regression analyzes to assess associations between inflammatory markers and treatment response. RESULTS: Pre-treatment IFN-Γ and CCL-2 levels were significantly associated with a lower of odds of response to escitalopram at 8 weeks. Increases in CCL-2 levels from weeks 8 to 16 in escitalopram non-responders were significantly associated with higher odds of non-response to adjunctive aripiprazole at week 16. CONCLUSION: Higher pre-treatment levels of IFN-Γ and CCL-2 were associated with non-response to escitalopram. Increasing levels of these pro-inflammatory markers may be associated with non-response to adjunctive aripiprazole. These findings require validation in independent clinical populations.",35,UNCERTAIN,depression,CAN-BIND-1 report; Canadian multi-site trial; escitalopram +/- aripiprazole for MDD; pharmacological; but open-label design; need full text to confirm if this represents primary or secondary results,UNCERTAIN,needs_full_text,CAN-BIND-1: open-label sequential pharmacotherapy (escitalopram+aripiprazole) for MDD; Canadian; pharma; BUT open-label design - verify RCT component,UNCERTAIN
5316,28234436,10.4088/jcp.15m10286,"Switching to Clozapine Using Immediate Versus Gradual Antipsychotic Discontinuation: A Pilot, Double-Blind, Randomized Controlled Trial.",Takeuchi H.; Lee J.; Fervaha G.; Foussias G.; Agid O.; Remington G.,Journal of Clinical Psychiatry,2017,"Objective: To examine effects of different antipsychotic discontinuation strategies on clinical outcomes in patients with schizophrenia undergoing a switch to clozapine. Methods: This pilot, 8-week, double-blind, randomized controlled trial was conducted from May 1999 to July 2004. Outpatients with a diagnosis of schizophrenia or schizoaffective disorder based on the Structured Clinical Interview for DSM-IV and eligible for a switch to clozapine were included. Participants were randomly assigned to the immediate discontinuation (prior antipsychotics were discontinued at baseline) or gradual discontinuation (prior antipsychotics were reduced by 25% each week) group. For each group, clozapine was gradually increased to 300 mg/d at day 12, with this dose maintained for 3 weeks and thereafter adjusted as needed. Clinical outcome measures included the Brief Psychiatric Rating Scale (BPRS), UKU Side Effect Rating Scale, and extrapyramidal symptoms scales. Results: Thirty-three patients were enrolled; 15 and 18 patients were assigned to the immediate and gradual discontinuation groups, respectively. While significant improvements were observed in BPRS total scores after the switch to clozapine in both groups (P values <.001), no significant differences were found on any clinical outcome measures between the groups; however, additional analyses revealed a significant interaction between group and time for the UKU Psychic Side Effects subscale scores (P =.038). Conclusions: This preliminary study demonstrated no statistically significant differences in efficacy or tolerability between immediate and gradual antipsychotic discontinuation strategies when switching to clozapine in patients with schizophrenia; however, due to the small sample size, largerscale trials are needed to confirm these results. Trial Registration: ClinicalTrials.gov identifier: NCT02640300",36,MAP,psychotic,"Canadian RCT (CAMH, Toronto); pharmacological intervention (clozapine switch strategies) in schizophrenia/schizoaffective; 2017 publication; 33 participants randomized; meets all inclusion criteria",OUT_OF_SCOPE,not_canadian,No Canadian site/PI,UNCERTAIN
5461,40875536,10.4088/jcp.24m15634,Artificial Intelligence in Depression-Medication Enhancement (AID-ME): A Cluster Randomized Trial of a Deep-Learning-Enabled Clinical Decision Support System for Personalized Depression Treatment Selection and Management.,Benrimoh David; Whitmore Kate; Richard Maud; Golden Grace; Perlman Kelly; Jalali Sara; Friesen Timothy; Barkat Youcef; Mehltretter Joseph; Fratila Robert; Armstrong Caitrin; Israel Sonia; Popescu Christina; Karp Jordan F; Parikh Sagar V; Golchi Shirin; Moodie Erica E M; Shen Junwei; Gifuni Anthony J; Ferrari Manuela; Sapra Mamta; Kloiber Stefan; Pinard Georges-F; Dunlop Boadie W; Looper Karl; Ranganathan Mohini; Enault Martin; Beaulieu Serge; Rej Soham; Hersson-Edery Fanny; Steiner Warren; Anacleto Alexandra; Qassim Sabrina; McGuire-Snieckus Rebecca; Margolese Howard C,The Journal of clinical psychiatry,2025,"Background: There has been increasing interest in the use of artificial intelligence (AI)-enabled clinical decision support systems (CDSS) for the personalization of major depressive disorder (MDD) treatment selection and management, but clinical studies are lacking. We tested whether a CDSS that combines an AI which predicts remission probabilities for individual antidepressants and a clinical algorithm based on treatment can improve MDD outcomes. Methods: This was a multicenter, cluster randomized, patient-and-rater blinded and clinician-partially-blinded, active-controlled trial that recruited outpatient adults with moderate or greater severity MDD. All patients had access to a patient portal to complete questionnaires. Clinicians in the active group had access to the CDSS; clinicians in the active-control group received patient questionnaires; both groups received guideline training. Primary outcome was remission (<11 points on the Montgomery-Asberg Depression Rating Scale [MADRS]) at study exit. Results: Forty-seven clinicians were recruited at 9 sites. Of 74 eligible patients, 61 patients completed a postbaseline MADRS and were analyzed. There were no differences in baseline MADRS (P = .153). There were more remitters in the active (n = 12, 28.6%) than in the active-control (0%) group (P = .012, Fisher's exact). Of 3 serious adverse events, none were caused by the CDSS. Speed of improvement was higher in the active than the control group (1.26 vs 0.37, P = .03). Conclusions: While limited by sample size and the lack of primary care clinicians, these results demonstrate preliminary evidence that longitudinal use of an AI-CDSS can improve outcomes in moderate and greater severity MDD. Trial Registration: ClinicalTrials.gov identifier: NCT04655924.",37,MAP,depression,Canadian multicenter cluster RCT of AI-guided antidepressant selection for MDD; pharmacological; published 2025,OUT_OF_SCOPE,not_canadian,No Canadian site/PI,UNCERTAIN
6020,36927273,10.1177/02698811231158903,An α7 nAChR approach for the baseline-dependent modulation of deviance detection in schizophrenia: A pilot study assessing the combined effect of CDP-choline and galantamine.,Choueiry J.; Blais C.M.; Shah D.; Smith D.; Fisher D.; Labelle A.; Knott V.,Journal of Psychopharmacology,2023,"Background: Cognitive operations including pre-attentive sensory processing are markedly impaired in patients with schizophrenia (SCZ) but evidence significant interindividual heterogeneity, which moderates treatment response with nicotinic acetylcholine receptor (nAChR) agonists. Previous studies in healthy volunteers have shown baseline-dependency effects of the α7 nAChR agonist cytidine 5′-diphosphocholine (CDP-choline) administered alone and in combination with a nicotinic allosteric modulator (galantamine) on auditory deviance detection measured with the mismatch negativity (MMN) event-related potential (ERP). Aim: The objective of this pilot study was to assess the acute effect of this combined α7 nAChR-targeted treatment (CDP-choline/galantamine) on speech MMN in patients with SCZ (N = 24) stratified by baseline MMN responses into low, medium, and high baseline auditory deviance detection subgroups. Methods: Patients with a stable diagnosis of SCZ attended two randomized, double-blind, placebo-controlled and counter-balanced testing sessions where they received a placebo or a CDP-choline (500 mg) and galantamine (16 mg) treatment. MMN ERPs were recorded during the presentation of a fast multi-feature speech MMN paradigm including five speech deviants. Clinical measures were acquired before and after treatment administration. Results: While no main treatment effect was observed, CDP-choline/galantamine significantly increased MMN amplitudes to frequency, duration, and vowel speech deviants in low group individuals. Individuals with higher positive and negative symptom scale negative, general, and total scores expressed the greatest MMN amplitude improvement following CDP-choline/galantamine. Conclusions: These baseline-dependent nicotinic effects on early auditory information processing warrant different dosage and repeated administration assessments in patients with low baseline deviance detection levels.",41,MAP,psychotic,Canadian RCT (Ottawa); randomized double-blind placebo-controlled crossover pilot of CDP-choline 500mg + galantamine 16mg in 24 patients with stable schizophrenia; pharmacological intervention targeting mental disorder; 2023.,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention,UNCERTAIN
6063,27613505,10.1016/j.schres.2016.08.031,Effects of varenicline on motor cortical plasticity in non-smokers with schizophrenia.,Bridgman A.C.; Barr M.S.; Goodman M.S.; Zomorrodi R.; Rajji T.; Le Foll B.; Chen R.; Daskalakis Z.J.; George T.P.,Schizophrenia Research,2016,"Background Nicotinic acetylcholine receptors (nAChR) have been implicated in the pathophysiology of schizophrenia, and deficits in this system may contribute to high rates of cigarette smoking in this population. nAChR stimulation may modulate neuroplasticity, or long-term potentiation (LTP), which is a key mediator of cognitive performance. Varenicline is a nAChR partial agonist that may improve cognitive deficits in both smokers and non-smokers with schizophrenia; however, the mechanism by which varenicline alters cognition in schizophrenia remains unclear. Thus, the aim of this randomized, double-blind, placebo-controlled, crossover study was to determine the effects of varenicline on LTP-like plasticity indexed through transcranial magnetic stimulation (TMS) in non-smokers with schizophrenia. Methods Varenicline (0.5 mg BID × 5 doses) or placebo was administered to 9 non-smokers with schizophrenia and 10 non-smoker healthy subjects. LTP-like plasticity was induced by TMS and paired associative stimulation (PAS) at 0.1 Hz to the left motor cortex and measured every 15 min for two hours post-PAS. Results There was a significant diagnosis × medication interaction on peak potentiation (F (3, 34) = 6.04, p < 0.02) and post-hoc analyses indicated that varenicline significantly increased LTP in schizophrenia and decreased LTP in healthy subjects. Conclusions These preliminary findings suggest that varenicline may produce differential effects in non-smoking schizophrenia compared to control subjects. Given the role of LTP in learning and memory, these observations may suggest the potential for varenicline in the treatment of cognitive deficits in patients with schizophrenia.",41,MAP,psychotic,Canadian RCT (CAMH Toronto); randomized double-blind placebo-controlled crossover study of varenicline 0.5mg BID in 9 non-smokers with schizophrenia and 10 healthy controls; pharmacological intervention in diagnosed mental disorder; 2016.,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention,UNCERTAIN
6109,33630646,10.1037/pha0000418,The Acute Dose and Baseline Amplitude-Dependent Effects of CDP-Choline on Deviance Detection (MMN) in Chronic Schizophrenia: A Pilot Study,Aidelbaum R.; Labelle A.; Choueiry J.; Knott V.,Experimental and Clinical Psychopharmacology,2021,"The detection of deviant auditory features is empirically supported as impaired in schizophrenia and has been shown to associate with functional outcome. Modulated by glutamate neurotransmission, this sensory process has also been shown to relate to the α7 nicotinic acetylcholine receptor (nAChR) system, a prioritized molecular target for the development of novel cognition targeted pharmacological treatments. This pilot study assessed the acute effects of CDP-Choline, a choline supplement with α7 nAChR agonist properties, on the mismatch negativity (MMN), an event-related potential index of the detection of an acoustic change, in a sample of individuals diagnosed with chronic schizophrenia. Utilizing a randomized, placebo-controlled, double-blind design, the dose-dependent (500 mg, 1,000 mg, 2,000 mg), baseline amplitude-dependent (low vs. high), and deviant feature-dependent effects of CDP-Choline on theMMN were examined. CDP-choline’s effects interacted with dosage, deviance feature, and baseline amplitude with low baseline amplitude patients demonstrating enhanced MMNs, and high baseline amplitude patients demonstrating suppressed MMNs in response to CDP-Choline. These findings offer tentative support for the involvement of the α7 nAChR system in auditory MMN abnormalities in schizophrenia and supports further research assessing the effects of longterm treatment with CDP-Choline in the personalized treatment of auditory deviance processing impairments.",41,MAP,psychotic,Canadian RCT (Ottawa); randomized placebo-controlled double-blind pilot of CDP-Choline (500/1000/2000mg) in chronic schizophrenia; pharmacological intervention targeting mental disorder; 2021.,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention,UNCERTAIN
6206,41218611,10.1016/j.medj.2025.100916,Semaglutide for the treatment of cognitive dysfunction in major depressive disorder: A randomized clinical trial.,Badulescu Sebastian; Gill Hartej; Shah Hiya; Brudner Ryan; Phan Lee; Di Vincenzo Joshua D; Tabassum Aniqa; Armanyous Michael; Llach Cristian-Daniel; Rosenblat Joshua D; McIntyre Roger S; Mansur Rodrigo B,"Med (New York, N.Y.)",2026,"BACKGROUND: Evidence suggests that glucagon-like peptide 1 receptor agonists (GLP-1RAs) might have pro-cognitive effects. No prior study has evaluated the efficacy and safety of a GLP-1RA for the treatment of cognitive dysfunction in adults with major depressive disorder (MDD) in a randomized clinical trial. METHODS: This was a 16-week, randomized, double-blind, placebo-controlled, parallel-group trial (NCT04466345). Eligible adults met DSM-5-defined criteria for MDD, exhibited pre-treatment evidence of cognitive impairment, and were overweight/obese. Patients were randomized (1:1) to receive an adjunctive placebo or 14 mg oral semaglutide. The primary outcome was an executive function composite score comprising the digit symbol substitution test, the Stroop test, and the n-back test. Secondary outcomes included a global cognition composite score, measures of functioning, depressive symptom severity, suicidality, and body weight. FINDINGS: 72 participants were randomized to oral semaglutide (n = 35) or placebo (n = 37). Semaglutide did not improve executive function (adjusted Z score difference [semaglutide - placebo]: 0.32, 95% confidence interval [CI]: -0.92 to 1.58, p = 0.60). Preplanned secondary analysis showed treatment effects for global cognition (2.39, 95% CI: 0.19 to 4.60, p = 0.03) and body weight (kg) (adjusted mean difference -6.03, 95% CI: -8.76 to -3.29, p < 0.001). Treatment did not affect depressive symptom severity or the frequency of suicidal ideation. Gastrointestinal side effects were common in the semaglutide group, with no serious adverse events. CONCLUSION: Semaglutide did not improve executive function; results from secondary analyses suggested effects on specific domains of cognition. Semaglutide was safe for patients with MDD. FUNDING: This work was supported by the Physicians' Services Incorporated Foundation.",42,MAP,depression,Canadian (Toronto) RCT; 16-week double-blind placebo-controlled trial of oral semaglutide 14mg for cognitive dysfunction in DSM-5 MDD; pharmacological intervention; 72 participants randomized; published 2026,OUT_OF_SCOPE,non_pharma,Non-pharmacological intervention,UNCERTAIN
6325,39144112,10.1093/schizbullopen/sgae004,"Add-on Sodium Benzoate and N-Acetylcysteine in Patients With Early Schizophrenia Spectrum Disorder: A Multicenter, Double-Blind, Randomized Placebo-Controlled Feasibility Trial.",Husain Muhammad Omair; Chaudhry Imran Bashir; Khoso Ameer B; Husain Muhammad Ishrat; Ansari Moin Ahmed; Mehmood Nasir; Naqvi Haider A; Nizami Asad Tamizuddin; Talib Uroosa; Rajput Aatir H; Bassett Paul; Foussias George; Deakin Bill; Husain Nusrat,Schizophrenia bulletin open,2024,"BACKGROUND AND HYPOTHESIS: Oxidative stress pathways may play a role in schizophrenia through direct neuropathic actions, microglial activation, inflammation, and by interfering with NMDA neurotransmission. N-acetylcysteine (NAC) has been shown to improve negative symptoms of schizophrenia, however, results from trials of other compounds targeting NMDA neurotransmission have been mixed. This may reflect poor target engagement but also that risk mechanisms act in parallel. Sodium Benzoate (NaB) could have an additive with NAC to act on several pathophysiological mechanisms implicated in schizophrenia. STUDY DESIGN: A multicenter, 12 weeks, 2 × 2 factorial design, randomized double-blind placebo-controlled feasibility trial of NaB and NAC added to standard treatment in 68 adults with early schizophrenia. Primary feasibility outcomes included recruitment, retention, and completion of assessments as well as acceptability of the study interventions. Psychosis symptoms, functioning, and cognitive assessments were also assessed. STUDY RESULTS: We recruited our desired sample (n = 68) and retained 78% (n = 53) at 12 weeks, supporting the feasibility of recruitment and retention. There were no difficulties in completing clinical outcome schedules. Medications were well tolerated with no dropouts due to side effects. This study was not powered to detect clinical effect and as expected no main effects were found on the majority of clinical outcomes. CONCLUSIONS: We demonstrated feasibility of conducting a clinical trial of NaB and NAC. Given the preliminary nature of this study, we cannot draw firm conclusions about the clinical efficacy of either agent, and a large-scale trial is needed to examine if significant differences between treatment groups emerge. TRIAL REGISTRATION: ClinicalTrials.gov: NCT03510741.",43,UNCERTAIN,unclear Canadian involvement; RCT; pharmacological; schizophrenia,both screeners agree,UNCERTAIN,,,UNCERTAIN
6376,38404033,10.1177/10870547241226634,"A Randomized, Phase 3, Double-Blind, Crossover Comparison of Multilayer, Extended-Release Methylphenidate (PRC-063), and Lisdexamfetamine in the Driving Performance of Young Adults With ADHD.",Madaan Vishal; Bhaskar Sailaja; Donnelly Graeme A E; Cox Daniel J,Journal of attention disorders,2024,"OBJECTIVE: To compare PRC-063 (multilayer-release methylphenidate) and lisdexamfetamine dimesylate (LDX) on the driving performance of young adults with attention deficit hyperactivity disorder (ADHD) in a randomized, double-blind, crossover study. METHOD: Following up to 21 days of each treatment in each treatment course (PRC-063/LDX or LDX/PRC-063), subjects completed a 15-hour driving simulator laboratory assessment. The primary outcome measure was the Tactical Driving Quotient (TDQ) and the Clinical Global Impressions-Improvement (CGI-I) scale was a secondary outcome measure. RESULTS: Forty-four subjects completed the study. PRC-063 and LDX had equivalent effects on driving performance through a 15-hour time period (least square mean difference -0.3 [standard error 1.08], 95% confidence interval [-2.4, 1.8], p = .793). Consistent improvement in CGI-I was observed. The incidence of treatment-emergent adverse events was similar for each treatment sequence. CONCLUSIONS: PRC-063 and LDX had comparable effects on driving performance, from 1 through 15 hours, the last time point measured.",43,UNCERTAIN,RCT; pharmacological; ADHD; possibly Canadian; driving performance outcome,"A=UNCERTAIN, B=MAP; conservative - need to confirm Canadian recruitment site",UNCERTAIN,,,UNCERTAIN
6472,32567789,10.1111/eip.13004,Patient satisfaction with random assignment to extended early intervention for psychosis vs regular care: Relationship with service engagement.,Iyer S.N.; Mustafa S.S.; Abadi S.; Joober R.; Abdel-Baki A.; Jarvis E.; Latimer E.; Margolese H.C.; Casacalenda N.; Schmitz N.; Brown T.; Malla A.,Early Intervention in Psychiatry,2021,"Aim: We investigated whether individuals varied in their satisfaction with being randomized to an extension of early intervention (EI) for psychosis or regular care after 2 years of EI, and whether satisfaction was associated with service engagement 3 years later. Methods: Following randomization, patients (N = 220) indicated if they were happy with, unhappy or indifferent to their group assignment. Follow-up with service providers was recorded monthly. Results: Patients randomized to extended EI were more likely to express satisfaction with their group assignment than those in the regular care group (88.2% vs 31.5%, χ2 = 49.96, P 2 = 5.61, P =.030). Conclusions: Perceptions about EI, indicated by satisfaction with being assigned to extended EI, may have lasting effects on service engagement.",44,UNCERTAIN,needs_full_text,both screeners agree,UNCERTAIN,,,UNCERTAIN
